customer_id,return_frequency,return_amount,days_since_purchase,product_category,customer_age,order_value,return_reason,refund_method,customer_history,is_fraud
1,0.9385361799537182,12.331269800557909,3.0768398385189193,Electronics,21.642919668442342,120.40564444766882,Changed Mind,Cash,4.657776987558025,0
2,6.020242861835042,17.722125696277903,1.4044495726087316,Home,34.36422152123958,163.70212577899494,Defective,Cash,4.3885415120196285,1
3,2.6334913870908987,80.54523163275431,3.4917779758554532,Books,19.216176756255194,143.17391438711363,Size,Credit Card,3.1970181665084443,1
4,1.8258851075519065,16.879952474868485,3.0356970255016567,Electronics,25.980991033224917,190.11229078573197,Defective,Cash,1.4721444376164046,1
5,0.33924974092469257,166.10735649671432,10.153142131452066,Clothing,50.135006976794585,244.68860822555897,Wrong Item,Store Credit,4.7469355995208415,1
6,0.33919258382921036,50.84997898243293,30.89955670126356,Clothing,12.78997084242297,176.3326537292754,Size,Cash,6.339939433416889,0
7,0.11967753721736135,59.47729861967655,11.575464868593908,Clothing,43.13033392280441,232.5349058133183,Defective,Credit Card,12.41712983408981,0
8,4.022461728959879,41.33158726236198,26.12504704413025,Clothing,52.93035141738996,129.6897220927837,Defective,Store Credit,0.3744136351893154,1
9,1.838164307254529,118.25553555061303,15.330893672077242,Home,44.79511663259184,771.2034601256914,Wrong Item,Credit Card,1.4699062369916471,0
10,2.4625001234091806,119.48130167347952,13.01503395013299,Clothing,39.778554541117806,195.70145259179102,Defective,Credit Card,7.495877356341202,0
11,0.041598615998277244,76.32910740996878,5.3454119501453246,Books,29.43712584594651,208.93523336354218,Wrong Item,Store Credit,7.461624249885636,0
12,7.007114950316624,96.04233711905964,3.927381942397054,Electronics,27.249343346791846,357.39456844354737,Size,Credit Card,1.191504897913664,1
13,3.57285908670935,44.16401556793127,18.72605420489339,Home,8.022429607240149,155.1029983053738,Wrong Item,Credit Card,1.0211040971972365,1
14,0.477375250497894,93.89742911843926,23.58026271962676,Clothing,35.44408016320777,107.47366537487132,Wrong Item,Credit Card,2.287531904963047,0
15,0.4013579774993267,38.94390294081056,6.012655873761583,Books,30.173114615250878,285.20751067528676,Defective,Credit Card,0.32490837703199554,0
16,0.4052228456645141,54.72012852911934,0.09104417906941384,Electronics,26.623587095817115,293.70371388819296,Changed Mind,Cash,6.553352281397827,1
17,0.7255074589209543,41.486009529739746,15.727736319917405,Electronics,34.759027653451845,160.2528936168151,Defective,Credit Card,5.54041585771318,0
18,1.487855661721709,34.56292102214134,3.3556902130421022,Home,35.74843376245586,357.74261271247457,Changed Mind,Cash,9.785252162785579,0
19,1.1310741335606733,27.409459808043028,0.09937074608122433,Electronics,27.373312431595355,142.35972022521312,Size,Credit Card,2.811025724316161,1
20,0.688445985107883,87.15517092786129,16.346970502221975,Clothing,54.356969401721436,236.54571197505445,Changed Mind,Credit Card,5.063127306047068,0
21,1.8927417477995974,202.47287213629212,7.2859652700439135,Clothing,43.76723334934909,316.64022687979116,Wrong Item,Cash,15.390082074551085,0
22,0.30046905745467734,176.1087975008218,11.558519000560977,Books,45.755342700479346,155.8921633608419,Changed Mind,Store Credit,15.946866022157785,1
23,0.6910310240048045,15.540269141378724,24.614615015273053,Books,33.76036659632709,186.49399774967438,Changed Mind,Store Credit,0.36865044786037127,0
24,0.9125544364416941,198.1854188654545,7.790838555500228,Electronics,41.13482878713371,247.8955667164551,Wrong Item,Store Credit,0.009430612811085646,1
25,1.21786937571955,39.71947010716114,6.995558172322846,Home,24.251544792817242,123.58232657124191,Changed Mind,Credit Card,16.09242888348659,0
26,3.075872022061824,99.55726588559847,3.4342330933555343,Clothing,42.99510248300368,98.7828633900315,Changed Mind,Store Credit,3.8319948484494977,0
27,0.4454717242573806,22.060411513889367,3.6412237079150933,Electronics,32.54716871223513,289.0185593020671,Size,Credit Card,6.026544164217029,0
28,1.4440583100662554,62.927288803376356,15.922960081438898,Home,22.736197579828094,173.01579957157512,Size,Credit Card,12.186137400645322,0
29,1.7950094426195211,74.71816108693947,5.960735485263236,Electronics,34.726799945369244,115.26170401559553,Size,Store Credit,2.8383433699564447,0
30,0.09512769951281709,12.371497128722199,1.785600903170079,Home,31.495351637001328,155.56418097274164,Wrong Item,Cash,2.9049287556922088,0
31,1.8706660412992202,100.3101780954268,0.9929976803896947,Books,62.876831926651,191.38098898399707,Size,Cash,0.9134975665878365,1
32,0.37392250395483284,209.75391449401425,6.404031610205601,Clothing,40.22473098175894,67.71788538260243,Size,Cash,11.813176805000348,1
33,0.13452786175860848,45.8489388422689,6.2540446761540505,Books,53.95660960937867,212.2991678032173,Wrong Item,Cash,5.2159821297304765,0
34,5.947375587013862,212.76071507775265,10.59752058381151,Clothing,48.57544527630472,182.0393917639644,Wrong Item,Store Credit,0.9938967149908472,1
35,6.741260684922345,45.16427989253214,6.368944124341249,Home,35.45336719756999,339.5256649823163,Wrong Item,Store Credit,4.102539847953134,1
36,3.3046631456257534,127.68732870334682,1.5487259516869445,Home,29.675369564839464,133.02064495760237,Wrong Item,Store Credit,1.9887046207888048,1
37,0.7265757199375166,5.938342381336506,7.088760020714382,Electronics,14.117281025596125,295.467461304422,Size,Store Credit,0.7960454172355463,0
38,0.20555463000501248,613.2531252371995,23.728938715430303,Home,24.548677392023123,145.13687015990956,Defective,Cash,1.003666776761087,0
39,2.3055015261973235,243.5831213963685,1.7368862198369317,Home,42.95304149305057,159.1086089725744,Changed Mind,Credit Card,4.096468489522768,1
40,1.1601816851707967,41.07396623013839,11.703918138416949,Electronics,31.374435378551564,170.79698422375418,Size,Store Credit,4.154984859535112,0
41,0.2603044679088973,7.5981969320045915,9.010555414295368,Electronics,39.5098439088613,422.68476411282404,Defective,Store Credit,7.801828965144287,0
42,1.3670944562683003,72.82274722696825,13.80653209226037,Clothing,10.63669818383196,79.8583708367711,Size,Cash,1.4249902829244245,0
43,0.06998744288695817,12.885136695395456,1.6322538300976723,Home,40.44217818916848,190.09759333422605,Size,Cash,12.374784500103388,0
44,4.800845774786048,85.18740016889004,28.40530778700473,Electronics,48.15777868639143,151.58033048185663,Wrong Item,Store Credit,3.655418081841608,0
45,0.5989155536813722,82.3983752733238,9.701304967334924,Clothing,13.69090052232496,146.3106965868519,Defective,Credit Card,1.141865312272021,0
46,2.1725115971299607,21.297651980846496,18.777824179431583,Clothing,39.458766876281594,198.64223241531917,Size,Store Credit,2.6660427785627974,0
47,0.7470931633152473,167.4972651408274,2.8316796130661794,Books,51.122415843301525,258.0105655045448,Changed Mind,Cash,12.843133234699462,0
48,1.4682217918184572,122.18969360623949,13.448180759826045,Electronics,55.16103979207359,193.60423377791622,Wrong Item,Cash,3.251938133126066,0
49,1.582447595963595,144.86805132834598,15.18823761432903,Books,28.958011149704483,275.2286895649034,Changed Mind,Cash,10.38582509378996,0
50,0.4087771990158115,55.083912460797976,5.065601876650052,Clothing,44.3591641353384,130.91122263878893,Defective,Cash,0.870771410829347,0
51,6.985614265472453,13.256340060026446,4.844327548024566,Home,52.157477840064985,144.85364540457817,Size,Cash,12.264621812952472,1
52,2.9844907542762815,145.16518083343857,10.723490029890703,Electronics,39.816576689364545,89.97793051822359,Changed Mind,Cash,2.8160256577649925,0
53,5.610188838583165,41.663631453472995,0.9806241366396141,Electronics,50.42093106796173,399.9953192025024,Defective,Store Credit,13.754288290086492,1
54,4.504303995068393,13.602041024426793,13.303835148794656,Clothing,34.5696601599404,135.1849398093606,Wrong Item,Credit Card,10.05250808456639,0
55,1.82210882476655,211.03824352251263,0.4383356625294348,Electronics,39.73176972524956,127.918400141006,Changed Mind,Credit Card,5.393552844392946,1
56,5.09887075853881,445.5936867346561,2.114500638111099,Clothing,27.54068928245357,201.00531727495635,Defective,Cash,5.586627727100719,1
57,0.18531091790623125,52.39189328310819,10.91072059505043,Electronics,33.02479810791489,258.1497209492591,Defective,Store Credit,1.1881650155100592,0
58,0.4362693892625349,473.01218752768466,1.0349965601156117,Electronics,40.20459403851636,104.99989859981517,Changed Mind,Store Credit,4.616951608668792,0
59,0.09256393137366391,59.818485102181306,35.699270216433646,Home,26.64056809945079,268.6323560340499,Size,Cash,3.9869368633143014,0
60,0.7870641736061736,37.32054934901332,20.279594570247347,Clothing,32.31696352231095,127.52967580148983,Defective,Cash,2.0334320405108115,0
61,0.9842605835884372,29.065198940758865,9.843081838982858,Books,44.130484171361644,303.47819935041593,Changed Mind,Cash,3.5222695494381275,0
62,0.6331208864176514,280.64272188693593,17.095757327466423,Home,59.6306903981132,113.24408100697566,Wrong Item,Store Credit,13.235496541053111,0
